	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79
as_ctrl_diss	-3.172461	2.198134	1.9536085	-2.5160031	-1.5086163	-1.095325	-3.3275282	0.93119544	-0.8162067	1.9284632	0.92344654	2.604984	-1.1560905	0.08857116	1.5337807	-3.548625	2.6325073	-2.8384233	0.64310443	-4.212826	1.2297194	3.5190263	1.4504217	-3.8698554	-3.2189322	1.9450524	-1.9461093	-0.40238416	-2.3351214	-3.6537995	-0.043793485	1.8306376	0.0068011074	-0.9510902	1.5236003	1.5175103	-1.2443435	-0.42370635	0.17630753	1.4923394	0.06490159	-3.5639648	0.29983604	2.1068616	1.5412257	-2.5027266	0.030835152	-1.5355436	-0.12585855	0.7406889	-3.2940636	-1.165183	-1.3929722	5.470501	-1.9385248	-3.5369172	-1.0128391	1.6356089	1.4263816	-0.87595725	1.2327263	0.5605004	3.0348234	2.5163586	0.5763903	2.8523355	2.3304777	-3.6721537	-0.41996735	0.54537857	-0.11510435	0.73320043	-3.1952538	2.4867663	5.343234	-6.0552144	5.93121	3.6235871	0.8881839	-1.8536222
as_diss	2.8472853	-0.41437042	1.1950823	-0.968202	-1.5533947	-2.6425166	-1.8166497	3.5427651	1.3114762	0.49855566	1.6033158	2.8099632	0.23706162	0.4855147	2.39514	-0.91416335	0.7139724	-1.6397896	2.4188335	-1.0922341	-0.18710294	0.51759005	-0.18938303	2.635426	2.3275113	-0.22173041	-2.0959911	-1.0563613	0.38319814	-0.48344103	1.4084215	-0.6730594	0.6472385	2.2764297	0.4295378	1.5703588	-0.20033097	-1.0741174	-0.5533521	0.6109103	1.6532637	-3.8168535	-0.6872756	-1.7289917	0.77418387	0.42054743	1.8304307	1.652844	-4.5078335	-1.242198	0.07511547	-2.419473	0.60893244	-0.2947916	-0.8743722	-2.4771788	-1.1166896	-0.09850967	-0.47482714	0.68576586	4.008685	0.23403603	0.4564775	0.065060616	-0.6181832	1.1031035	-1.4570746	-2.3530307	-0.22190875	1.4015504	0.26276076	-0.09649192	2.51479	-1.079304	0.052580476	2.7462988	0.8785071	0.1932708	0.42193323	-2.6242905
ad_ctrl_dro_1	-2.9403746	-2.7125669	-0.15736651	-0.43674847	-1.7962146	-1.8182728	1.9074668	1.1341349	-2.607596	-3.2107627	-0.2610851	-1.0442688	-1.4058216	1.1279668	-4.666694	-0.99405473	-1.3897316	-1.7611581	0.59582263	2.9033146	1.4001187	-1.7708138	-0.8499467	-1.7874743	1.755666	-1.907147	-0.19802056	-0.6338872	5.550839	-2.4231308	1.1791114	-0.5196556	-3.3794823	1.1194739	-0.26543152	-1.6775396	-0.34118068	-0.4950264	-0.2953919	-0.92244506	-0.94391894	8.181611	-0.93212676	-2.8205593	1.2622972	-0.9723005	-0.966868	-3.0256064	0.3095042	3.9329252	3.2012374	0.98557234	0.08259368	2.5702233	1.6258366	2.8333852	-0.27559018	2.5817955	-1.5869492	4.4963074	-2.756166	0.55980563	-3.3655028	0.25674343	-0.36294562	-0.9584513	0.6414914	0.24930081	0.8102244	-2.6325755	-2.2789297	-0.5941673	2.6935716	-1.8794278	1.7854258	-0.52967656	-2.3529413	1.7425084	-8.46878	-1.0318222
ad_ctrl_dro_2	-3.6117165	-3.7675874	0.028696895	0.15597442	3.726023	-0.8976486	-0.7808173	1.7950952	-3.1441736	-2.584749	0.6845958	-1.9559317	-0.36791354	0.45659125	1.237962	-0.8944595	-2.2447662	-0.9249369	0.506583	2.919103	3.5498624	-2.534264	-2.4714644	-6.0410433	-0.9635079	-4.1269016	-3.9407337	-0.9992242	-0.9885644	-2.4171216	-1.0957327	-1.6895018	-4.355088	1.4389982	-0.18529534	-1.8218752	-0.8596995	-0.019086748	-1.1217995	-5.728674	-1.0438522	5.524466	0.6709909	-4.1602683	-0.15776631	-0.44100624	-0.1437499	2.101852	-0.5902104	5.0603886	3.9605222	-0.47585946	1.6254779	0.8999474	2.4292345	1.7106198	0.61494297	2.7975645	-2.0310972	3.2038856	-4.1868496	1.9749635	-4.2254615	-3.2208557	-0.89700854	-2.510621	0.06877777	-0.4267968	2.557908	-0.805257	-2.4452882	-1.0920094	3.7756407	-2.5422268	2.2335734	0.45798498	-0.4953193	3.1133246	-6.6773443	1.8767791
ad_ctrl_dro_3	-2.8879538	-2.3249393	-1.7937094	-0.6236988	11.894139	-0.20519358	2.7997432	1.4971426	-1.9178159	-2.9852586	-0.10254714	-3.0819657	-0.55319434	-0.36040345	-2.0757065	-1.2833419	-0.5919326	-0.6275054	0.7844214	1.1870745	-1.3052924	-0.8876164	-0.31532145	-0.17537165	0.5667769	-3.9618487	0.6960547	-0.9072342	1.9655082	-2.0031734	-2.0559924	-5.113078	-4.214172	2.3777971	2.603882	-2.1345723	-2.4482083	1.7700816	-0.14561981	-3.255105	-1.1003851	3.9311652	2.444	-2.3291013	-1.132479	2.1465669	-0.85982645	-0.10389288	-0.6608949	-0.8839715	4.5324097	2.1756978	2.4190197	3.0354404	6.7427173	1.4493057	1.3715489	-3.4982738	-2.4067934	3.3990428	-4.2033844	-1.2530224	-2.516186	-0.1308206	-0.6999156	-3.4747496	0.3933293	3.5683985	3.0400991	-0.8651224	0.9613302	0.31393245	1.741628	-2.291434	1.7483932	1.7490987	-1.7279146	1.6718509	-5.479713	2.5180042
ad_dro_1	-3.709839	-3.3898988	1.6481073	-0.570728	18.596592	0.4909687	2.633037	2.135884	0.12373984	-3.6629477	0.3860574	-2.0416117	0.5876175	-1.601562	-1.5860138	-0.35481644	-1.3684229	-0.8664222	0.66991043	3.7090495	3.7813864	-2.2869325	-0.40540323	-5.2587805	-0.09376907	-3.4024608	-0.4898535	-0.7019989	-2.5823123	-2.7418585	0.08825958	-0.14572862	-2.628959	1.8556105	3.0215812	-2.054766	-0.38659847	0.517923	-1.3541757	-5.45545	-1.1953676	6.36476	0.5513195	-2.9655955	-2.9037352	0.31731117	-2.6659107	-0.44586667	2.406119	1.8933063	3.8314967	0.21238515	2.1094072	0.17389166	3.6502917	3.431639	0.5512209	-6.793671	-2.5328646	4.0854106	-0.5163238	0.8416671	-2.17376	-0.52611756	-0.7844113	-2.900294	0.34901613	-3.0228364	0.33948362	2.7381053	-5.2067757	-0.29870394	2.309497	-2.2354167	1.8525959	1.3784859	-0.9060572	2.8555312	0.99658227	2.2182693
ad_dro_2	-3.3496585	-2.2095726	-2.158856	-0.18153575	-7.9148316	-0.25094128	1.7840016	1.5794139	-2.9245915	-2.9038596	0.2908696	-5.9341574	-0.79729503	-0.6722395	-3.7296138	1.7265224	-1.5240997	-0.57113266	0.8048153	2.5052066	3.8075595	-3.8008184	-0.78599584	-3.3359957	-2.0881786	-3.1703813	-1.0679492	-0.77119213	-2.83352	-1.8431934	-0.11147797	-1.7502106	-1.4051151	0.5006025	3.6062508	-1.946145	-7.725217	-0.3720926	-0.48383278	-3.9382737	-1.0248176	6.9631243	0.3872128	-3.4637175	1.9996715	-0.7438696	-1.3890982	-0.86889666	-1.2183348	-2.1207285	3.6422825	0.43902832	0.9593847	-0.89885366	13.233696	2.2891572	2.7337055	1.7228011	-1.8631744	4.9979	-6.50648	0.120347545	-1.1990132	1.433521	-0.8342561	-3.5752792	0.07860761	2.2004015	0.7228241	-1.0044422	0.8184695	-0.11566384	2.652465	-2.830207	1.6677799	-0.021286204	-2.2982337	2.913289	4.7023745	0.12673414
ad_dro_3	-3.9035473	-2.8044236	-4.6278152	-0.3297097	-3.0097165	-2.375	0.2137413	1.1193622	-2.3955245	-3.1107016	0.29784533	2.6576192	1.1470511	-0.7910234	-2.8188562	-0.4390647	-1.2811606	-1.7598237	0.59402394	1.6552215	2.901487	-4.299485	-0.069164634	-5.0478916	-0.80592453	-2.7879653	-1.9605032	-0.43465227	5.1245956	-1.6407955	-1.0984303	-2.7666986	-2.4369369	2.68134	0.9233159	-2.2844048	1.8957257	2.8788757	-1.2871624	-2.0740643	-1.0793011	6.596882	-1.8027476	-2.8229475	-0.721761	-1.9184985	-0.6493225	2.6834984	-0.78244644	-1.4744288	3.9838157	1.2731092	2.08977	4.5785418	3.723293	-0.1318143	0.4187491	0.7627958	-2.3620977	3.9251413	-1.2719872	-1.8659482	-3.8942332	-2.5207458	-1.3946838	-2.0873718	0.24944244	-1.1223671	0.033051014	2.3554995	-5.896555	0.33318472	2.0208051	-2.2831028	2.017764	0.51408803	-2.9131308	2.2822387	-2.2743342	1.7747065
ad_ctrl_diss	-1.388078	1.6632931	0.37975675	2.1813838	-1.009882	1.2866944	-2.2292616	-0.023877978	2.0615897	3.3752332	-1.908073	2.3468914	0.7887304	-0.82240015	-0.26358384	1.2944953	-0.7519281	-0.020103931	-1.00828	-1.8903081	-1.3024098	-0.3610624	0.90386975	0.60225266	-0.7048101	3.1036577	0.077278286	-1.366832	0.2693376	2.030725	-1.3949344	0.97496194	0.8750218	-0.24742164	-1.5178902	-0.276271	1.0573059	1.1396847	1.4293087	0.23228943	-3.0930183	-1.8508787	-1.9566443	2.7826314	-0.49635082	-1.1654172	-0.20966786	-0.39650968	1.4426866	-0.17893049	-4.1917753	0.53257257	-0.8886023	-0.097797185	-1.4617498	0.022717357	-2.130109	0.70796347	1.4721177	-2.6856413	1.6048657	-0.5354843	0.46998847	-0.36092207	0.53483695	-0.6921618	1.5517424	1.9078335	0.8487342	-1.9274923	-0.21660542	0.6026314	-2.238282	1.2028064	-1.1934139	0.3128125	3.3487635	-1.801137	1.1728629	-0.32959464
ad_diss	0.4168927	0.7730815	-0.6027756	-1.5708984	2.3477707	-0.33210036	0.48557773	4.944823	-0.6394839	-0.3668224	0.26051164	-0.4417376	0.79655033	-1.1869943	3.363562	-1.650334	-0.90902364	-2.7648368	-1.1468831	-0.68681484	-0.33036244	0.42174804	1.7454586	0.416551	0.7839477	-2.4916008	-1.2473084	-1.1450508	1.2494845	0.15848784	2.0922112	-0.660081	-2.422417	-0.69721186	0.16260928	2.5887804	0.3987434	-7.6131253	0.7310802	1.1261469	3.1949573	-2.1754458	1.7492765	1.7992787	1.952117	1.693017	3.796447	-2.425951	-2.622236	-0.2401112	0.9425752	-2.5383995	-0.67482823	-0.3963979	-0.7187247	2.1598454	-0.14227831	1.3563423	-2.9129267	2.3179274	3.8579788	-0.6267974	-1.8070763	5.356249	-3.1878967	-1.1536994	-0.0014073551	-0.058753848	0.13522884	-0.5550597	0.47412777	-0.6926727	-0.30130172	2.012784	1.9196862	-0.97690296	0.16833913	-0.4093752	-0.27210632	1.8648555
